pitch,path,attach,release
57,Violas_a3.wav,0.0,0.6
69,Violas_a4.wav,0.0,0.6
81,Violas_a5.wav,0.0,0.6
48,Violas_c3.wav,0.0,0.6
60,Violas_c4.wav,0.0,0.6
72,Violas_c5.wav,0.0,0.6
84,Violas_c6.wav,0.0,0.6
51,Violas_d#3.wav,0.0,0.6
63,Violas_d#4.wav,0.0,0.6
75,Violas_d#5.wav,0.0,0.6
87,Violas_d#6.wav,0.0,0.6
54,Violas_f#3.wav,0.0,0.6
66,Violas_f#4.wav,0.0,0.6
78,Violas_f#5.wav,0.0,0.6
90,Violas_f#6.wav,0.0,0.6
