pitch,path,attack,release
57,11_a 1 m.wav,0.0,0.6
62,15_d 2 m.wav,0.0,0.6
67,17_g 2 m.wav,0.0,0.6
47,1_h 0 m.wav,0.0,0.6
72,20_c 3 m.wav,0.0,0.6
77,23_f 3 m.wav,0.0,0.6
82,26_hb 3 m.wav,0.0,0.6
87,29_es 4 m.wav,0.0,0.6
92,32_as 4 m.wav,0.0,0.6
42,3_fis 0 m.wav,0.0,0.6
52,8_e 1 m.wav,0.0,0.6
