pitch,path,attach,release
33,basses-sus-a1-PB-loop.wav,0.0,0.6
45,basses-sus-a2-PB-loop.wav,0.0,0.6
57,basses-sus-a3-PB-loop.wav,0.0,0.6
24,basses-sus-c1-PB-loop.wav,0.0,0.6
36,basses-sus-c2-PB-loop.wav,0.0,0.6
48,basses-sus-c3-PB-loop.wav,0.0,0.6
60,basses-sus-c4-PB-loop.wav,0.0,0.6
39,basses-sus-d#2-PB-loop.wav,0.0,0.6
51,basses-sus-d#3-PB-loop.wav,0.0,0.6
30,basses-sus-f#1-PB-loop.wav,0.0,0.6
42,basses-sus-f#2-PB-loop.wav,0.0,0.6
54,basses-sus-f#3-PB-loop.wav,0.0,0.6
