pitch,path,attach,release
69,KSHarp_A4_mf.wav,0.0,2
93,KSHarp_A6_mf.wav,0.0,2
59,KSHarp_B3_mf.wav,0.0,2
83,KSHarp_B5_mf.wav,0.0,2
48,KSHarp_C3_mf.wav,0.0,2
78,KSHarp_C5_mf.wav,0.0,2
38,KSHarp_D2_mf.wav,0.0,2
62,KSHarp_D4_mf.wav,0.0,2
86,KSHarp_D6_mf.wav,0.0,2
98,KSHarp_D7_f.wav,0.0,2
52,KSHarp_E3_mf.wav,0.0,2
76,KSHarp_E5_mf.wav,0.0,2
41,KSHarp_F2_mf.wav,0.0,2
65,KSHarp_F4_mf.wav,0.0,2
89,KSHarp_F6_mf.wav,0.0,2
101,KSHarp_F7_f.wav,0.0,2
55,KSHarp_G3_mf.wav,0.0,2
79,KSHarp_G5_mf.wav,0.0,2
