pitch,path,attack,release
58,DCClar_stac_A#3_v2_rr1_sum.wav,0.0,0.6
70,DCClar_stac_A#4_v2_rr1_sum.wav,0.0,0.6
82,DCClar_stac_A#5_v2_rr1_sum.wav,0.0,0.6
50,DCClar_stac_D3_v2_rr1_sum.wav,0.0,0.6
62,DCClar_stac_D4_v2_rr1_sum.wav,0.0,0.6
74,DCClar_stac_D5_v2_rr1_sum.wav,0.0,0.6
86,DCClar_stac_D6_v2_rr1_sum.wav,0.0,0.6
53,DCClar_stac_F3_v2_rr1_sum.wav,0.0,0.6
65,DCClar_stac_F4_v2_rr1_sum.wav,0.0,0.6
77,DCClar_stac_F5_v2_rr1_sum.wav,0.0,0.6
89,DCClar_stac_F6_v2_rr1_sum.wav,0.0,0.6
