pitch,path,attach,release
33,basses-piz-rr1-a1-PB.wav,0.0,0.6
45,basses-piz-rr1-a2-PB.wav,0.0,0.6
24,basses-piz-rr1-c1-PB.wav,0.0,0.6
48,basses-piz-rr1-c3-PB.wav,0.0,0.6
60,basses-piz-rr1-c4-PB.wav,0.0,0.6
39,basses-piz-rr1-d#2-PB.wav,0.0,0.6
51,basses-piz-rr1-d#3-PB.wav,0.0,0.6
54,basses-piz-rr1-f#3-PB.wav,0.0,0.6
57,basses-piz-rr2-a3-PB.wav,0.0,0.6
36,basses-piz-rr2-c2-PB.wav,0.0,0.6
30,basses-piz-rr2-f#1-PB.wav,0.0,0.6
42,basses-piz-rr2-f#2-PB.wav,0.0,0.6
